sequence,l0_ape_rmse_m,l1_directional_ape_rmse_m,l2_matched_scalar_ape_rmse_m,l1_minus_l2_m,l1_minus_l2_pct_vs_l2,l0_endpoint_m,l1_endpoint_m,l2_endpoint_m
stairs_alpha,4.36959277877882,0.4741892664422223,5.640261692268071,-5.166072425825849,-91.59277898236066,19.889609390155034,0.29056414302701766,24.51324245865693
tunneling_tunnel2_alpha,2.56876932863528,2.519870994816955,2.668082734583357,-0.14821173976640178,-5.554990399859031,1.1842311656049576,1.1804549702386606,1.213821505224664
tunneling_tunnel2_gamma,1.5259009327514654,1.4141673277823053,1.0782471989122842,0.3359201288700211,31.154277906670302,0.7951956814398118,0.987516191008991,1.494397330317297
