sequence_frame,timestamp,registration_success,weak_flag,weak_multiplier,q_weak,rolling_weak_fraction,rolling_q_median,rolling_successful_frames,rolling_q_frames,gate_candidate,state_before,state_after,selected_estimator,mode_switch
1361,1.70658e+09,1,1,5.59681,0.420383,1.0,0.460396,20,20,g0,Loose,Loose,Loose_L1,0
1363,1.70658e+09,1,1,6.42873,0.464098,1.0,0.46611,20,20,g0,Loose,Loose,Loose_L1,0
1365,1.70658e+09,1,1,7.09487,0.506986,1.0,0.4719905,20,20,g0,Loose,Loose,Loose_L1,0
1367,1.70658e+09,1,1,6.5674,0.453686,1.0,0.4719905,20,20,g0,Loose,Loose,Loose_L1,0
1369,1.70658e+09,1,1,7.26508,0.51658,1.0,0.483352,20,20,g0,Loose,Loose,Loose_L1,0
1371,1.70658e+09,1,1,7.94163,0.536021,1.0,0.483352,20,20,g0,Loose,Loose,Loose_L1,0
1373,1.70658e+09,1,1,6.72214,0.46275,1.0,0.46997849999999997,20,20,g0,Loose,Loose,Loose_L1,0
1375,1.70658e+09,1,1,6.889,0.565887,1.0,0.48410299999999995,20,20,g0,Loose,Loose,Loose_L1,0
1377,1.70658e+09,1,1,8.17058,0.537236,1.0,0.48410299999999995,20,20,g0,Loose,Loose,Loose_L1,0
1379,1.70658e+09,1,1,7.6291,0.503008,1.0,0.48410299999999995,20,20,g0,Loose,Loose,Loose_L1,0
1381,1.70658e+09,1,1,8.99818,0.658662,1.0,0.4976775,20,20,g0,Loose,Loose,Loose_L1,0
1383,1.70658e+09,1,1,6.43037,0.441531,1.0,0.4976775,20,20,g0,Loose,Loose,Loose_L1,0
1385,1.70658e+09,1,1,8.38367,0.593116,1.0,0.4976775,20,20,g0,Loose,Loose,Loose_L1,0
1387,1.70658e+09,1,1,7.32356,0.483384,1.0,0.48786549999999995,20,20,g0,Loose,Loose,Loose_L1,0
1389,1.70658e+09,1,1,7.09934,0.483866,1.0,0.48362499999999997,20,20,g0,Loose,Loose,Loose_L1,0
1391,1.70658e+09,1,1,8.34759,0.595921,1.0,0.493437,20,20,g0,Loose,Loose,Loose_L1,0
1393,1.70658e+09,1,1,10.1452,0.723735,1.0,0.504997,20,20,g0,Loose,Loose,Loose_L1,0
1395,1.70658e+09,1,1,7.46814,0.504777,1.0,0.5038925000000001,20,20,g0,Loose,Loose,Loose_L1,0
1397,1.70658e+09,1,1,7.20504,0.515518,1.0,0.5058815000000001,20,20,g0,Loose,Loose,Loose_L1,0
1399,1.70658e+09,1,1,5.91634,0.423724,1.0,0.5058815000000001,20,20,g0,Loose,Loose,Loose_L1,0
1401,1.70658e+09,1,1,7.0563,0.542711,1.0,0.511252,20,20,g0,Loose,Loose,Loose_L1,0
1403,1.70658e+09,1,1,6.75401,0.502051,1.0,0.511252,20,20,g0,Loose,Loose,Loose_L1,0
1405,1.70658e+09,1,1,7.27742,0.534888,1.0,0.516049,20,20,g0,Loose,Loose,Loose_L1,0
1407,1.70658e+09,1,1,7.70072,0.566113,1.0,0.525734,20,20,g0,Loose,Loose,Loose_L1,0
1409,1.70658e+09,1,1,6.64414,0.483143,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1411,1.70658e+09,1,1,7.22793,0.54199,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1413,1.70658e+09,1,1,6.7319,0.481255,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1415,1.70658e+09,1,1,8.51315,0.634579,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1417,1.70658e+09,1,1,7.92132,0.559387,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1419,1.70658e+09,1,1,9.02971,0.647441,1.0,0.538439,20,20,g0,Loose,Loose,Loose_L1,0
1421,1.70658e+09,1,1,7.32654,0.500693,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1423,1.70658e+09,1,1,6.64682,0.484935,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1425,1.70658e+09,1,1,8.2,0.594075,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1427,1.70658e+09,1,1,6.61584,0.481354,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1429,1.70658e+09,1,1,6.52893,0.489788,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1431,1.70658e+09,1,1,8.40902,0.635175,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1433,1.70658e+09,1,1,6.28862,0.440545,1.0,0.5101475,20,20,g0,Loose,Loose,Loose_L1,0
1435,1.70658e+09,1,1,7.51784,0.566128,1.0,0.5252030000000001,20,20,g0,Loose,Loose,Loose_L1,0
1437,1.70658e+09,1,1,7.03564,0.507106,1.0,0.5209969999999999,20,20,g0,Loose,Loose,Loose_L1,0
1439,1.70658e+09,1,1,8.43259,0.606127,1.0,0.538439,20,20,g0,Loose,Loose,Loose_L1,0
1441,1.70658e+09,1,1,8.49428,0.60656,1.0,0.538439,20,20,g0,Loose,Loose,Loose_L1,0
1443,1.70658e+09,1,1,7.57356,0.525735,1.0,0.538439,20,20,g0,Loose,Loose,Loose_L1,0
1445,1.70658e+09,1,1,7.33344,0.527989,1.0,0.5349895,20,20,g0,Loose,Loose,Loose_L1,0
1447,1.70658e+09,1,1,8.89075,0.638166,1.0,0.5349895,20,20,g0,Loose,Loose,Loose_L1,0
1449,1.70658e+09,1,1,8.37532,0.559818,1.0,0.5506884999999999,20,20,g0,Loose,Loose,Loose_L1,0
1451,1.70658e+09,1,1,9.02346,0.604168,1.0,0.5596025,20,20,g0,Loose,Loose,Loose_L1,0
1453,1.70658e+09,1,1,9.29881,0.632915,1.0,0.562973,20,20,g0,Loose,Loose,Loose_L1,0
1455,1.70658e+09,1,1,8.60461,0.574032,1.0,0.562973,20,20,g0,Loose,Loose,Loose_L1,0
1457,1.70658e+09,1,1,9.08795,0.592337,1.0,0.5700799999999999,20,20,g0,Loose,Loose,Loose_L1,0
1459,1.70658e+09,1,1,9.22988,0.600749,1.0,0.5700799999999999,20,20,g0,Loose,Loose,Loose_L1,0
1461,1.70658e+09,1,1,9.22062,0.588415,1.0,0.5812235,20,20,g0,Loose,Loose,Loose_L1,0
1463,1.70658e+09,1,1,8.61312,0.57024,1.0,0.5812235,20,20,g0,Loose,Loose,Loose_L1,0
1465,1.70658e+09,1,1,7.32706,0.482372,1.0,0.572136,20,20,g0,Loose,Loose,Loose_L1,0
1467,1.70658e+09,1,1,11.2959,0.77798,1.0,0.5812235,20,20,g0,Loose,Loose,Loose_L1,0
1469,1.70658e+09,1,1,8.55607,0.537838,1.0,0.5812235,20,20,g0,Loose,Loose,Loose_L1,0
1471,1.70658e+09,1,1,11.4116,0.725238,1.0,0.5812235,20,20,g0,Loose,Loose,Loose_L1,0
1473,1.70658e+09,1,1,10.0986,0.609186,1.0,0.590376,20,20,g0,Loose,Loose,Loose_L1,0
1475,1.70658e+09,1,1,10.1286,0.648963,1.0,0.596543,20,20,g0,Loose,Loose,Loose_L1,0
1477,1.70658e+09,1,1,9.38927,0.569705,1.0,0.596543,20,20,g0,Loose,Loose,Loose_L1,0
1479,1.70658e+09,1,1,8.38904,0.545053,1.0,0.590376,20,20,g0,Loose,Loose,Loose_L1,0
1481,1.70658e+09,1,1,9.46496,0.623657,1.0,0.590376,20,20,g0,Loose,Loose,Loose_L1,0
1483,1.70658e+09,1,1,9.44531,0.610379,1.0,0.596543,20,20,g0,Loose,Loose,Loose_L1,0
1485,1.70658e+09,1,1,8.71667,0.559007,1.0,0.596543,20,20,g0,Loose,Loose,Loose_L1,0
1487,1.70658e+09,1,1,8.84544,0.580122,1.0,0.590376,20,20,g0,Loose,Loose,Loose_L1,0
1489,1.70658e+09,1,1,9.11871,0.560104,1.0,0.590376,20,20,g0,Loose,Loose,Loose_L1,0
1491,1.70658e+09,1,1,9.73842,0.647649,1.0,0.590376,20,20,g0,Loose,Loose,Loose_L1,0
1493,1.70658e+09,1,1,9.41412,0.650438,1.0,0.590376,20,20,g0,Loose,Loose,Loose_L1,0
1495,1.70658e+09,1,1,9.15169,0.62431,1.0,0.596543,20,20,g0,Loose,Loose,Loose_L1,0
1497,1.70658e+09,1,1,7.83716,0.539109,1.0,0.5945819999999999,20,20,g0,Loose,Loose,Loose_L1,0
1499,1.70658e+09,1,1,8.52991,0.616396,1.0,0.5988005000000001,20,20,g0,Loose,Loose,Loose_L1,0
1501,1.70658e+09,1,1,8.95505,0.600258,1.0,0.604722,20,20,g0,Loose,Loose,Loose_L1,0
1503,1.70658e+09,1,1,9.06321,0.58247,1.0,0.604722,20,20,g0,Loose,Loose,Loose_L1,0
1505,1.70658e+09,1,1,9.45021,0.612557,1.0,0.6097825,20,20,g0,Loose,Loose,Loose_L1,0
1507,1.70658e+09,1,1,8.85558,0.602476,1.0,0.605831,20,20,g0,Loose,Loose,Loose_L1,0
1509,1.70658e+09,1,1,9.29286,0.592391,1.0,0.605831,20,20,g0,Loose,Loose,Loose_L1,0
1511,1.70658e+09,1,1,9.67705,0.658415,1.0,0.605831,20,20,g0,Loose,Loose,Loose_L1,0
1513,1.70658e+09,1,1,9.05199,0.570937,1.0,0.601367,20,20,g0,Loose,Loose,Loose_L1,0
1515,1.70658e+09,1,1,9.54874,0.689423,1.0,0.601367,20,20,g0,Loose,Loose,Loose_L1,0
1517,1.70658e+09,1,1,9.45511,0.643783,1.0,0.6064275,20,20,g0,Loose,Loose,Loose_L1,0
1519,1.70658e+09,1,1,8.92012,0.619612,1.0,0.611468,20,20,g0,Loose,Loose,Loose_L1,0
1521,1.70658e+09,1,1,8.58889,0.611402,1.0,0.6108905,20,20,g0,Loose,Loose,Loose_L1,0
1523,1.70658e+09,1,1,8.46775,0.572594,1.0,0.606939,20,20,g0,Loose,Loose,Loose_L1,0
1525,1.70658e+09,1,1,9.62203,0.68052,1.0,0.6119795,20,20,g0,Loose,Loose,Loose_L1,0
1527,1.70658e+09,1,1,10.7579,0.736788,1.0,0.6144765000000001,20,20,g0,Loose,Loose,Loose_L1,0
1529,1.70658e+09,1,1,11.5897,0.778221,1.0,0.618004,20,20,g0,Loose,Loose,Loose_L1,0
1531,1.70658e+09,1,1,9.11597,0.589382,1.0,0.6144765000000001,20,20,g0,Loose,Loose,Loose_L1,0
1533,1.70658e+09,1,1,10.4189,0.722358,1.0,0.6144765000000001,20,20,g0,Loose,Loose,Loose_L1,0
1535,1.70658e+09,1,1,8.49378,0.561944,1.0,0.6119795,20,20,g0,Loose,Loose,Loose_L1,0
1537,1.70658e+09,1,1,10.1452,0.693657,1.0,0.6144765000000001,20,20,g0,Loose,Loose,Loose_L1,0
1539,1.70658e+09,1,1,9.48759,0.646258,1.0,0.6160845,20,20,g0,Loose,Loose,Loose_L1,0
1541,1.70658e+09,1,1,9.28412,0.629825,1.0,0.6247185,20,20,g0,Loose,Loose,Loose_L1,0
1543,1.70658e+09,1,1,10.3981,0.708986,1.0,0.6368039999999999,20,20,g0,Loose,Loose,Loose_L1,0
1545,1.70658e+09,1,1,8.44197,0.577108,1.0,0.6368039999999999,20,20,g0,Loose,Loose,Loose_L1,0
1547,1.70658e+09,1,1,8.71384,0.617692,1.0,0.6368039999999999,20,20,g0,Loose,Loose,Loose_L1,0
1549,1.70658e+09,1,1,9.1449,0.649188,1.0,0.6450205,20,20,g0,Loose,Loose,Loose_L1,0
1551,1.70658e+09,1,1,9.55186,0.66816,1.0,0.6450205,20,20,g0,Loose,Loose,Loose_L1,0
1553,1.70658e+09,1,1,11.4851,0.797445,1.0,0.647723,20,20,g0,Loose,Loose,Loose_L1,0
1555,1.70658e+09,1,1,11.3445,0.727217,1.0,0.647723,20,20,g0,Loose,Loose,Loose_L1,0
1557,1.70658e+09,1,1,11.6669,0.760315,1.0,0.658674,20,20,g0,Loose,Loose,Loose_L1,0
1559,1.70658e+09,1,1,10.2739,0.654205,1.0,0.6611825,20,20,g0,Loose,Loose,Loose_L1,0
1561,1.70658e+09,1,1,10.2472,0.686204,1.0,0.6743399999999999,20,20,g0,Loose,Loose,Loose_L1,0
1563,1.70658e+09,1,1,8.86311,0.596063,1.0,0.6743399999999999,20,20,g0,Loose,Loose,Loose_L1,0
1565,1.70658e+09,1,1,8.28629,0.58028,1.0,0.6611825,20,20,g0,Loose,Loose,Loose_L1,0
1567,1.70658e+09,1,1,8.53691,0.609754,1.0,0.6516965,20,20,g0,Loose,Loose,Loose_L1,0
1569,1.70658e+09,1,1,8.95398,0.638455,1.0,0.647723,20,20,g0,Loose,Loose,Loose_L1,0
1571,1.70658e+09,1,1,9.16013,0.64218,1.0,0.647723,20,20,g0,Loose,Loose,Loose_L1,0
1573,1.70658e+09,1,1,9.18423,0.619892,1.0,0.644219,20,20,g0,Loose,Loose,Loose_L1,0
1575,1.70658e+09,1,1,10.4217,0.703998,1.0,0.647723,20,20,g0,Loose,Loose,Loose_L1,0
1577,1.70658e+09,1,1,9.22446,0.607226,1.0,0.644219,20,20,g0,Loose,Loose,Loose_L1,0
1579,1.70658e+09,1,1,8.31597,0.564626,1.0,0.6403175,20,20,g0,Loose,Loose,Loose_L1,0
1581,1.70658e+09,1,1,8.45366,0.591882,1.0,0.6403175,20,20,g0,Loose,Loose,Loose_L1,0
1583,1.70658e+09,0,0,nan,nan,1.0,0.6403175,20,20,g0,Loose,Loose,Native,0
1585,1.70658e+09,1,1,9.81928,0.409788,1.0,0.6291735,20,20,g0,Loose,Loose,Loose_L1,0
1587,1.70658e+09,1,1,9.10163,0.57879,1.0,0.6291735,20,20,g0,Loose,Loose,Loose_L1,0
1589,1.70658e+09,1,1,8.84528,0.602599,1.0,0.6291735,20,20,g0,Loose,Loose,Loose_L1,0
1591,1.70658e+09,1,1,8.59391,0.601106,1.0,0.614823,20,20,g0,Loose,Loose,Loose_L1,0
1593,1.70658e+09,1,1,8.17666,0.56647,1.0,0.60849,20,20,g0,Loose,Loose,Loose_L1,0
1595,1.70658e+09,1,1,8.41956,0.594631,1.0,0.6049125,20,20,g0,Loose,Loose,Loose_L1,0
1597,1.70658e+09,1,1,8.30555,0.589888,1.0,0.6018525,20,20,g0,Loose,Loose,Loose_L1,0
1599,1.70658e+09,1,1,7.52303,0.535009,1.0,0.5985845000000001,20,20,g0,Loose,Loose,Loose_L1,0
1601,1.70658e+09,1,1,8.24697,0.604951,1.0,0.5985845000000001,20,20,g0,Loose,Loose,Loose_L1,0
1603,1.70658e+09,1,1,8.02817,0.573616,1.0,0.5953470000000001,20,20,g0,Loose,Loose,Loose_L1,0
1605,1.70658e+09,1,1,10.0056,0.717439,1.0,0.5978685,20,20,g0,Loose,Loose,Loose_L1,0
1607,1.70658e+09,1,1,7.97505,0.537676,1.0,0.5978685,20,20,g0,Loose,Loose,Loose_L1,0
1609,1.70658e+09,1,1,9.73928,0.689896,1.0,0.5978685,20,20,g0,Loose,Loose,Loose_L1,0
1611,1.70658e+09,1,1,8.69801,0.590293,1.0,0.5932565000000001,20,20,g0,Loose,Loose,Loose_L1,0
1613,1.70658e+09,1,1,9.91814,0.692546,1.0,0.5932565000000001,20,20,g0,Loose,Loose,Loose_L1,0
1615,1.70658e+09,1,1,8.85751,0.60593,1.0,0.5932565000000001,20,20,g0,Loose,Loose,Loose_L1,0
1617,1.70658e+09,1,1,9.52082,0.650886,1.0,0.5932565000000001,20,20,g0,Loose,Loose,Loose_L1,0
1619,1.70658e+09,1,1,9.29465,0.624414,1.0,0.5932565000000001,20,20,g0,Loose,Loose,Loose_L1,0
1621,1.70658e+09,1,1,9.17933,0.626017,1.0,0.5978685,20,20,g0,Loose,Loose,Loose_L1,0
1623,1.70658e+09,1,1,9.31384,0.637305,1.0,0.6018525,20,20,g0,Loose,Loose,Loose_L1,0
1625,1.70658e+09,1,1,10.3863,0.712665,1.0,0.603775,20,20,g0,Loose,Loose,Loose_L1,0
1627,1.70658e+09,1,1,10.0088,0.653165,1.0,0.6054405,20,20,g0,Loose,Loose,Loose_L1,0
1629,1.70658e+09,1,1,9.98414,0.662652,1.0,0.615172,20,20,g0,Loose,Loose,Loose_L1,0
1631,1.70658e+09,1,1,8.60566,0.5782,1.0,0.615172,20,20,g0,Loose,Loose,Loose_L1,0
1633,1.70658e+09,1,1,9.36944,0.655521,1.0,0.6252155,20,20,g0,Loose,Loose,Loose_L1,0
1635,1.70658e+09,1,1,10.4148,0.709403,1.0,0.631661,20,20,g0,Loose,Loose,Loose_L1,0
1637,1.70658e+09,1,1,9.68122,0.591238,1.0,0.631661,20,20,g0,Loose,Loose,Loose_L1,0
1639,1.70658e+09,1,1,9.33466,0.601634,1.0,0.631661,20,20,g0,Loose,Loose,Loose_L1,0
1641,1.70658e+09,1,1,9.86443,0.615251,1.0,0.631661,20,20,g0,Loose,Loose,Loose_L1,0
1643,1.70658e+09,1,1,8.45997,0.529526,1.0,0.631661,20,20,g0,Loose,Loose,Loose_L1,0
1645,1.70658e+09,1,1,9.22114,0.622334,1.0,0.6252155,20,20,g0,Loose,Loose,Loose_L1,0
1647,1.70658e+09,1,1,11.8033,0.837492,1.0,0.631661,20,20,g0,Loose,Loose,Loose_L1,0
1649,1.70658e+09,1,1,8.67878,0.560791,1.0,0.6252155,20,20,g0,Loose,Loose,Loose_L1,0
1651,1.70658e+09,1,1,10.5871,0.731103,1.0,0.631661,20,20,g0,Loose,Loose,Loose_L1,0
1653,1.70658e+09,1,1,9.41356,0.623536,1.0,0.6252155,20,20,g0,Loose,Loose,Loose_L1,0
1655,1.70658e+09,1,1,8.99673,0.612533,1.0,0.6252155,20,20,g0,Loose,Loose,Loose_L1,0
1657,1.70658e+09,1,1,9.73762,0.672659,1.0,0.6252155,20,20,g0,Loose,Loose,Loose_L1,0
1659,1.70658e+09,1,1,9.48769,0.594307,1.0,0.6247765000000001,20,20,g0,Loose,Loose,Loose_L1,0
1661,1.70658e+09,1,1,9.50916,0.657702,1.0,0.6304205,20,20,g0,Loose,Loose,Loose_L1,0
1663,1.70658e+09,1,1,11.2904,0.771471,1.0,0.6383505,20,20,g0,Loose,Loose,Loose_L1,0
1665,1.70658e+09,1,1,10.4389,0.670573,1.0,0.6383505,20,20,g0,Loose,Loose,Loose_L1,0
1667,1.70658e+09,1,1,9.14965,0.562514,1.0,0.622935,20,20,g0,Loose,Loose,Loose_L1,0
1669,1.70658e+09,1,1,11.3629,0.694902,1.0,0.622935,20,20,g0,Loose,Loose,Loose_L1,0
1671,1.70658e+09,1,1,11.2922,0.696051,1.0,0.6395284999999999,20,20,g0,Loose,Loose,Loose_L1,0
1673,1.70658e+09,1,1,9.241,0.574107,1.0,0.622935,20,20,g0,Loose,Loose,Loose_L1,0
1675,1.70658e+09,1,1,11.846,0.736991,1.0,0.622935,20,20,g0,Loose,Loose,Loose_L1,0
1677,1.70658e+09,1,1,8.75191,0.548524,1.0,0.622935,20,20,g0,Loose,Loose,Loose_L1,0
1679,1.70658e+09,1,1,9.83914,0.646734,1.0,0.635135,20,20,g0,Loose,Loose,Loose_L1,0
1681,1.70658e+09,1,1,9.66443,0.609953,1.0,0.635135,20,20,g0,Loose,Loose,Loose_L1,0
1683,1.70658e+09,1,1,9.69756,0.637407,1.0,0.6420705,20,20,g0,Loose,Loose,Loose_L1,0
1685,1.70658e+09,1,1,10.2395,0.641765,1.0,0.6442495,20,20,g0,Loose,Loose,Loose_L1,0
1687,1.70658e+09,1,1,9.61882,0.628336,1.0,0.639586,20,20,g0,Loose,Loose,Loose_L1,0
1689,1.70658e+09,1,1,10.1664,0.658787,1.0,0.6442495,20,20,g0,Loose,Loose,Loose_L1,0
1691,1.70658e+09,1,1,10.8507,0.697517,1.0,0.6442495,20,20,g0,Loose,Loose,Loose_L1,0
1693,1.70658e+09,1,1,10.0485,0.637542,1.0,0.6442495,20,20,g0,Loose,Loose,Loose_L1,0
1695,1.70658e+09,1,1,8.59576,0.550495,1.0,0.6442495,20,20,g0,Loose,Loose,Loose_L1,0
1697,1.70658e+09,1,1,12.302,0.82388,1.0,0.6442495,20,20,g0,Loose,Loose,Loose_L1,0
1699,1.70658e+09,1,1,9.49717,0.571728,1.0,0.6442495,20,20,g0,Loose,Loose,Loose_L1,0
1701,1.70658e+09,1,1,11.1757,0.733381,1.0,0.6442495,20,20,g0,Loose,Loose,Loose_L1,0
1703,1.70658e+09,1,1,12.1611,0.770261,1.0,0.6442495,20,20,g0,Loose,Loose,Loose_L1,0
1705,1.70658e+09,1,1,9.83608,0.603958,1.0,0.6396535000000001,20,20,g0,Loose,Loose,Loose_L1,0
1707,1.70658e+09,1,1,9.46731,0.610121,1.0,0.6396535000000001,20,20,g0,Loose,Loose,Loose_L1,0
1709,1.70658e+09,1,1,12.2563,0.794478,1.0,0.6396535000000001,20,20,g0,Loose,Loose,Loose_L1,0
1711,1.70658e+09,1,1,10.2452,0.627679,1.0,0.6374744999999999,20,20,g0,Loose,Loose,Loose_L1,0
1713,1.70658e+09,1,1,12.052,0.768749,1.0,0.6396535000000001,20,20,g0,Loose,Loose,Loose_L1,0
1715,1.70658e+09,1,1,10.1424,0.619321,1.0,0.6374744999999999,20,20,g0,Loose,Loose,Loose_L1,0
1717,1.70658e+09,1,1,8.90876,0.566704,1.0,0.6374744999999999,20,20,g0,Loose,Loose,Loose_L1,0
1719,1.70658e+09,1,1,10.2166,0.670796,1.0,0.6374744999999999,20,20,g0,Loose,Loose,Loose_L1,0
1721,1.70658e+09,1,1,9.95296,0.636046,1.0,0.6374744999999999,20,20,g0,Loose,Loose,Loose_L1,0
1723,1.70658e+09,1,1,9.64167,0.618818,1.0,0.6367940000000001,20,20,g0,Loose,Loose,Loose_L1,0
1725,1.70658e+09,1,1,13.3523,0.867154,1.0,0.6367940000000001,20,20,g0,Loose,Loose,Loose_L1,0
1727,1.70658e+09,1,1,9.95048,0.601222,1.0,0.6367940000000001,20,20,g0,Loose,Loose,Loose_L1,0
1729,1.70658e+09,1,1,10.7275,0.680717,1.0,0.6367940000000001,20,20,g0,Loose,Loose,Loose_L1,0
1731,1.70658e+09,1,1,10.2714,0.645817,1.0,0.6367940000000001,20,20,g0,Loose,Loose,Loose_L1,0
1733,1.70658e+09,1,1,10.0267,0.63402,1.0,0.635033,20,20,g0,Loose,Loose,Loose_L1,0
1735,1.70658e+09,1,1,9.40994,0.571857,1.0,0.635033,20,20,g0,Loose,Loose,Loose_L1,0
1737,1.70658e+09,1,1,10.1041,0.665222,1.0,0.635033,20,20,g0,Loose,Loose,Loose_L1,0
1739,1.70658e+09,1,1,10.4516,0.670396,1.0,0.6409315,20,20,g0,Loose,Loose,Loose_L1,0
1741,1.70658e+09,1,1,10.2505,0.642608,1.0,0.639327,20,20,g0,Loose,Loose,Loose_L1,0
1743,1.70658e+09,1,1,10.8766,0.689577,1.0,0.639327,20,20,g0,Loose,Loose,Loose_L1,0
1745,1.70658e+09,1,1,11.4466,0.727756,1.0,0.6442125,20,20,g0,Loose,Loose,Loose_L1,0
1747,1.70658e+09,1,1,11.0175,0.683767,1.0,0.6555195,20,20,g0,Loose,Loose,Loose_L1,0
1749,1.70658e+09,1,1,11.2172,0.69409,1.0,0.6555195,20,20,g0,Loose,Loose,Loose_L1,0
1751,1.70658e+09,1,1,10.5251,0.630505,1.0,0.6555195,20,20,g0,Loose,Loose,Loose_L1,0
1753,1.70658e+09,1,1,10.2469,0.651167,1.0,0.6484920000000001,20,20,g0,Loose,Loose,Loose_L1,0
1755,1.70658e+09,1,1,9.0047,0.57184,1.0,0.6484920000000001,20,20,g0,Loose,Loose,Loose_L1,0
1757,1.70658e+09,1,1,11.0687,0.709895,1.0,0.6581945,20,20,g0,Loose,Loose,Loose_L1,0
1759,1.70658e+09,1,1,10.4277,0.622324,1.0,0.6484920000000001,20,20,g0,Loose,Loose,Loose_L1,0
1761,1.70658e+09,1,1,9.82541,0.619093,1.0,0.6484920000000001,20,20,g0,Loose,Loose,Loose_L1,0
1763,1.70658e+09,1,1,10.969,0.719152,1.0,0.6581945,20,20,g0,Loose,Loose,Loose_L1,0
1765,1.70658e+09,1,1,9.48194,0.605931,1.0,0.6484920000000001,20,20,g0,Loose,Loose,Loose_L1,0
1767,1.70658e+09,1,1,9.7493,0.617465,1.0,0.6484920000000001,20,20,g0,Loose,Loose,Loose_L1,0
1769,1.70658e+09,1,1,9.88421,0.672423,1.0,0.6484920000000001,20,20,g0,Loose,Loose,Loose_L1,0
1771,1.70658e+09,1,1,10.132,0.677035,1.0,0.6581945,20,20,g0,Loose,Loose,Loose_L1,0
1773,1.70658e+09,1,1,8.77756,0.582658,1.0,0.6581945,20,20,g0,Loose,Loose,Loose_L1,0
1775,1.70658e+09,1,1,9.23513,0.629213,1.0,0.6581945,20,20,g0,Loose,Loose,Loose_L1,0
1777,1.70658e+09,1,1,9.83932,0.674949,1.0,0.6607815,20,20,g0,Loose,Loose,Loose_L1,0
1779,1.70658e+09,1,1,9.9341,0.657195,1.0,0.654181,20,20,g0,Loose,Loose,Loose_L1,0
1781,1.70658e+09,1,1,10.5841,0.711575,1.0,0.664809,20,20,g0,Loose,Loose,Loose_L1,0
1783,1.70658e+09,1,1,9.8562,0.647246,1.0,0.654181,20,20,g0,Loose,Loose,Loose_L1,0
1785,1.70658e+09,1,1,8.98077,0.602926,1.0,0.6492065,20,20,g0,Loose,Loose,Loose_L1,0
1787,1.70658e+09,1,1,8.7992,0.588524,1.0,0.6388754999999999,20,20,g0,Loose,Loose,Loose_L1,0
1789,1.70658e+09,1,1,9.77555,0.630187,1.0,0.6303460000000001,20,20,g0,Loose,Loose,Loose_L1,0
1791,1.70658e+09,1,1,9.9859,0.694048,1.0,0.6387165,20,20,g0,Loose,Loose,Loose_L1,0
1793,1.70658e+09,1,1,10.8168,0.682538,1.0,0.6387165,20,20,g0,Loose,Loose,Loose_L1,0
1795,1.70658e+09,1,1,11.3138,0.701974,1.0,0.6522205,20,20,g0,Loose,Loose,Loose_L1,0
1797,1.70658e+09,1,1,9.58252,0.57887,1.0,0.6387165,20,20,g0,Loose,Loose,Loose_L1,0
1799,1.70658e+09,1,1,10.9561,0.732536,1.0,0.6522205,20,20,g0,Loose,Loose,Loose_L1,0
1801,1.70658e+09,1,1,11.0695,0.697834,1.0,0.664809,20,20,g0,Loose,Loose,Loose_L1,0
1803,1.70658e+09,1,1,9.32957,0.582684,1.0,0.6522205,20,20,g0,Loose,Loose,Loose_L1,0
1805,1.70658e+09,1,1,10.0619,0.648601,1.0,0.652898,20,20,g0,Loose,Loose,Loose_L1,0
1807,1.70658e+09,1,1,10.6868,0.690729,1.0,0.664809,20,20,g0,Loose,Loose,Loose_L1,0
1809,1.70658e+09,1,1,9.53049,0.60583,1.0,0.652898,20,20,g0,Loose,Loose,Loose_L1,0
1811,1.70658e+09,1,1,11.312,0.730048,1.0,0.652898,20,20,g0,Loose,Loose,Loose_L1,0
1813,1.70658e+09,1,1,9.29501,0.583662,1.0,0.652898,20,20,g0,Loose,Loose,Loose_L1,0
1815,1.70658e+09,1,1,8.82055,0.55148,1.0,0.652898,20,20,g0,Loose,Loose,Loose_L1,0
1817,1.70658e+09,1,1,8.88152,0.587994,1.0,0.6479235,20,20,g0,Loose,Loose,Loose_L1,0
1819,1.70658e+09,1,1,7.93594,0.52575,1.0,0.6387165,20,20,g0,Loose,Loose,Loose_L1,0
1821,1.70658e+09,1,1,7.00311,0.476051,1.0,0.6180085,20,20,g0,Loose,Loose,Loose_L1,0
1823,1.70658e+09,1,1,9.49763,0.635868,1.0,0.6180085,20,20,g0,Loose,Loose,Loose_L1,0
1825,1.70658e+09,1,1,8.58574,0.571304,1.0,0.6180085,20,20,g0,Loose,Loose,Loose_L1,0
